Age,Gender,Annual Income,Spending Score,Potensial
61,1,190,1,0
62,0,25,86,1
30,1,174,68,0
39,0,192,82,0
73,1,91,54,0
62,1,104,24,0
27,1,57,11,0
22,0,148,16,0
32,1,74,17,0
35,0,181,100,0
89,1,101,8,0
39,0,91,84,0
86,0,68,51,0
63,1,113,69,0
27,0,112,46,1
73,0,86,63,0
44,0,77,78,1
90,0,146,22,0
74,1,70,56,0
41,1,138,81,0
39,1,104,100,0
30,0,147,46,0
50,0,92,17,0
34,1,46,42,0
60,1,77,82,1
34,1,33,54,0
20,1,174,39,0
65,1,32,90,0
54,0,93,66,0
75,1,161,17,0
54,1,40,32,0
65,1,64,33,0
50,0,143,70,0
85,1,150,53,0
71,0,88,13,0
75,1,109,20,0
70,1,105,48,0
48,0,48,14,0
19,0,49,43,0
89,1,162,15,0
83,0,75,53,0
75,0,193,5,0
88,1,68,52,0
26,0,72,32,0
45,0,103,64,0
21,0,134,75,0
20,0,147,15,0
49,0,96,30,0
65,1,170,80,0
87,0,109,40,0
37,0,66,66,0
75,0,124,70,0
79,1,162,26,0
21,0,47,57,0
50,1,130,19,1
89,0,40,26,0
90,0,90,91,0
28,0,176,73,0
75,0,76,95,0
27,0,55,66,0
76,1,77,8,0
76,1,121,75,0
48,1,61,69,0
61,0,113,37,0
67,1,109,37,0
73,1,199,73,0
33,0,39,34,0
86,1,134,38,0
61,1,67,5,0
50,0,162,21,0
67,0,153,81,0
24,1,123,33,0
52,0,173,13,0
25,1,25,15,1
52,0,182,29,0
19,0,107,7,0
27,0,99,50,0
81,1,103,69,0
31,0,196,31,0
85,0,86,24,0
19,0,60,98,0
35,0,59,40,0
21,1,146,4,0
39,1,140,38,0
82,1,104,92,0
82,0,58,63,0
69,1,110,57,0
45,1,131,99,0
27,1,78,38,0
46,0,176,8,0
90,0,104,9,0
74,1,181,56,0
57,1,126,4,0
32,0,166,12,0
37,1,79,25,0
81,1,61,72,0
26,0,176,8,0
19,1,24,91,0
27,0,199,48,0
58,0,33,40,0
66,1,26,67,0
47,1,72,78,1
73,0,67,21,1
24,0,178,59,0
81,1,57,13,0
64,1,163,11,0
77,0,48,68,0
77,0,185,70,0
86,0,162,5,0
35,1,192,75,0
70,0,104,32,0
41,0,146,42,0
48,0,52,64,0
47,1,173,85,0
64,0,62,81,1
66,0,192,5,0
43,1,110,59,0
52,1,125,79,1
68,1,108,7,0
43,0,86,54,0
28,1,173,63,0
20,1,113,26,1
26,0,174,86,0
32,0,114,19,0
26,1,92,100,0
37,1,82,95,0
37,1,119,51,1
64,1,54,32,0
28,0,44,36,0
19,0,66,53,1
39,1,177,24,0
83,1,92,3,0
50,1,79,81,1
48,1,68,85,1
47,0,198,28,0
41,0,35,86,1
18,1,193,6,0
32,0,135,24,0
57,0,195,61,0
44,0,164,97,0
27,0,128,90,0
40,1,101,90,0
49,0,185,97,0
20,1,132,64,0
56,1,196,88,0
20,1,98,16,0
20,1,154,59,0
90,1,110,83,0
52,0,91,89,0
89,0,189,22,0
54,0,96,5,0
20,1,59,19,1
38,1,174,55,0
37,0,62,31,0
75,1,87,8,0
19,1,59,49,1
86,0,141,51,0
52,1,121,5,0
23,1,99,81,0
22,0,41,94,0
46,1,42,59,0
48,1,50,18,0
76,1,25,60,0
42,1,158,54,0
65,0,170,83,0
88,1,177,86,0
74,1,41,33,0
65,0,171,100,0
30,1,96,27,0
42,1,118,36,0
87,1,171,14,0
24,1,145,99,0
34,0,55,98,0
63,1,180,28,0
32,1,111,35,0
83,1,37,51,0
46,1,106,34,0
67,1,63,55,1
70,0,39,96,0
67,1,106,64,0
68,0,86,27,0
30,1,35,67,0
34,1,189,49,0
78,1,101,41,0
90,1,187,67,0
31,1,174,14,0
53,0,187,15,0
36,0,190,72,0
87,0,174,41,0
38,0,47,46,0
21,1,88,81,0
45,1,59,59,0
62,1,71,89,1
60,1,37,46,1
37,0,152,77,0
47,0,50,95,0
42,0,120,19,1
85,1,139,90,0
80,1,150,70,0
74,1,119,81,1
55,1,50,97,0
35,0,117,33,0
72,1,185,22,0
90,0,22,51,0
75,0,153,92,0
63,0,80,35,0
36,0,64,46,0
43,1,30,1,0
65,1,62,30,0
66,1,165,50,0
53,0,166,97,0
76,1,104,34,0
61,1,88,41,0
79,0,176,92,0
26,0,188,83,0
37,1,182,68,0
88,0,193,47,0
44,0,136,3,0
81,1,73,3,0
43,0,151,27,0
42,1,24,63,0
51,1,195,56,0
33,1,27,50,0
33,1,129,63,0
22,0,36,55,1
55,1,154,8,0
47,0,48,70,0
58,1,182,50,0
88,1,133,16,0
30,1,139,82,0
30,1,118,1,0
82,1,113,52,0
70,0,74,93,0
54,1,161,43,0
31,0,111,77,0
62,0,32,8,0
54,0,86,31,0
54,0,168,97,0
43,1,98,62,0
78,1,164,1,0
89,1,185,63,0
72,0,111,3,0
51,1,154,58,0
86,0,116,22,0
68,0,188,75,0
71,0,96,23,0
47,0,26,27,1
35,1,152,84,0
18,0,52,28,0
41,1,24,62,0
45,0,135,71,0
59,0,185,98,0
72,1,95,1,0
59,1,194,34,0
58,1,136,89,0
88,0,80,41,0
47,1,167,21,0
90,0,197,56,0
26,1,156,96,0
86,1,148,58,0
21,1,48,74,0
70,1,39,63,0
87,0,41,26,0
19,1,41,35,0
42,1,175,60,0
37,0,149,100,0
71,1,162,52,0
41,1,26,79,1
33,0,111,83,0
21,1,110,17,1
49,0,156,100,0
67,1,109,42,0
67,0,187,76,0
90,0,170,58,0
18,1,183,74,0
47,0,132,84,1
81,1,145,19,0
37,1,50,64,0
28,0,90,19,0
49,1,147,5,0
80,1,172,57,0
50,0,84,67,0
82,0,176,73,0
81,1,180,11,0
81,1,59,97,0
58,0,189,54,0
85,1,150,78,0
18,1,98,73,0
62,0,42,69,0
65,1,196,46,0
29,1,158,56,0
24,1,145,17,0
36,1,57,99,0
66,1,196,68,0
63,0,177,15,0
56,0,97,96,0
48,1,32,55,1
18,1,150,70,0
38,1,137,45,0
69,1,176,20,0
22,1,70,60,0
55,1,125,11,0
64,1,149,2,0
50,1,45,29,0
71,0,124,42,0
27,0,77,4,0
54,0,92,12,0
68,1,179,61,0
89,1,98,66,0
71,0,45,78,0
77,1,160,59,0
47,0,132,36,0
46,0,198,14,0
74,1,112,21,0
55,0,67,94,0
23,0,102,40,0
28,1,117,79,1
25,1,79,29,0
62,1,193,58,0
50,0,161,61,0
83,1,96,17,0
29,0,35,99,0
30,1,130,62,0
59,0,191,91,0
58,0,55,34,0
52,1,147,79,0
79,1,93,49,0
90,0,112,92,0
30,1,61,76,0
57,1,25,35,0
83,1,160,69,0
44,1,93,49,0
89,1,43,59,0
83,1,57,22,0
53,1,88,76,0
29,0,146,5,0
27,1,156,56,0
36,1,44,78,0
71,0,114,80,1
48,1,75,100,0
69,1,146,63,0
50,1,21,3,0
79,0,142,66,0
37,0,150,19,0
61,0,30,56,1
38,0,194,18,0
27,1,125,81,1
74,1,173,77,0
23,1,116,76,1
88,1,27,27,0
71,0,76,8,0
89,1,69,5,0
51,0,97,93,0
39,1,40,4,0
87,0,26,75,0
43,0,93,77,0
23,0,48,42,0
50,0,44,48,0
33,0,190,79,0
55,1,177,91,0
26,1,108,99,0
45,0,65,47,1
54,0,46,14,0
28,0,121,57,1
18,0,152,13,0
69,1,134,53,0
23,0,87,69,0
45,1,154,31,0
75,0,118,81,0
19,0,110,64,0
71,0,125,35,0
86,1,23,80,0
85,1,81,44,0
36,0,22,10,0
50,1,39,34,0
81,1,53,32,0
25,1,113,13,1
25,0,33,30,0
85,1,126,79,0
21,1,150,44,0
48,1,168,27,0
48,1,112,61,0
54,0,165,17,0
46,1,93,20,0
59,1,43,40,0
68,0,183,12,0
39,1,169,82,0
31,1,185,19,0
76,0,22,14,0
69,0,188,22,0
79,1,24,43,0
82,1,29,86,0
65,0,35,76,1
48,0,198,42,0
23,1,71,71,1
29,1,99,64,0
85,1,137,20,0
37,1,160,93,0
89,1,98,33,0
44,1,113,28,1
75,0,187,42,0
74,0,29,71,0
89,1,25,25,0
52,0,172,3,0
70,0,71,64,0
73,1,129,39,0
74,0,117,92,0
54,1,134,57,0
22,1,175,55,0
23,0,99,65,0
60,0,142,93,0
69,0,67,96,0
28,0,113,78,1
69,1,96,38,0
48,1,123,41,1
89,1,98,12,0
31,1,28,60,0
87,1,199,3,0
45,0,113,57,1
88,1,37,94,0
74,0,39,9,0
82,0,66,28,0
80,1,80,81,0
39,0,92,34,0
28,0,21,45,1
37,1,145,26,0
56,1,97,83,0
43,1,140,77,0
18,0,33,4,0
86,0,137,10,0
57,1,155,73,0
65,0,94,63,0
58,1,135,88,0
60,0,38,22,1
78,1,72,19,0
29,1,173,33,0
82,1,25,85,0
44,1,186,23,0
90,1,109,65,0
63,0,75,30,0
73,0,192,100,0
45,0,60,64,0
25,0,104,55,0
44,1,58,14,0
21,1,60,39,0
79,1,29,51,0
88,0,64,82,0
23,1,45,88,0
44,1,180,88,0
30,1,57,23,0
39,0,54,31,0
51,0,200,64,0
43,0,28,56,1
53,1,34,91,0
82,0,196,48,0
55,0,67,31,0
86,0,197,5,0
70,1,123,11,0
73,1,29,44,0
19,0,183,29,0
62,1,171,90,0
55,0,89,47,0
51,1,171,94,0
66,0,25,39,0
23,1,195,15,0
87,0,83,90,0
38,1,123,54,1
51,0,195,34,0
83,0,183,44,0
71,1,108,58,0
81,0,75,5,0
50,0,98,52,0
71,0,38,21,1
25,1,184,42,0
79,1,177,2,0
36,1,77,51,0
39,0,57,75,0
86,1,31,100,0
88,0,60,78,0
57,1,179,70,0
46,0,174,24,0
78,1,126,21,0
19,0,63,50,1
35,1,105,92,0
23,1,195,96,0
20,1,91,75,0
25,1,96,87,0
72,1,130,1,0
37,1,144,12,0
40,1,179,58,0
34,1,82,53,0
43,1,159,93,0
59,0,63,23,0
76,1,131,65,0
45,1,84,49,1
41,1,141,75,0
89,1,109,86,0
64,0,171,32,0
21,0,89,17,0
41,1,165,75,0
38,1,67,85,1
58,0,189,9,0
29,0,111,29,0
44,1,113,58,1
46,0,62,3,0
72,0,146,49,0
63,0,175,68,0
27,0,137,73,0
18,1,169,48,0
50,0,157,100,0
58,0,147,3,0
82,1,24,90,0
56,1,38,55,0
56,0,193,81,0
86,0,119,75,0
90,0,197,35,0
70,1,98,30,0
89,1,144,64,0
48,1,170,52,0
47,0,119,53,1
44,0,134,44,0
73,0,168,44,0
27,1,114,24,1
77,1,110,1,0
55,0,89,38,0
43,1,77,81,1
84,0,88,51,0
26,1,100,11,0
77,0,170,42,0
58,1,156,64,0
45,1,139,85,0
45,0,177,9,0
50,1,44,26,0
33,0,196,56,0
78,0,170,47,0
65,1,78,74,1
79,0,53,17,0
48,0,158,14,0
88,0,67,26,0
61,0,120,54,1
44,1,189,77,0
34,1,76,21,0
38,1,190,40,0
75,0,95,22,0
18,1,40,52,0
36,0,149,83,0
21,0,73,93,0
60,1,148,20,0
86,0,20,41,0
40,1,132,91,0
83,1,53,80,0
76,0,196,19,0
19,0,182,88,0
24,0,188,52,0
41,0,145,26,0
67,0,145,62,0
68,1,178,23,0
59,0,116,100,0
79,1,135,66,0
75,1,27,52,0
65,0,84,98,0
42,1,172,20,0
78,1,49,71,0
53,1,106,43,0
72,1,83,29,0
33,0,110,90,0
63,1,164,48,0
22,0,173,95,0
56,1,68,9,0
68,0,28,78,1
53,0,54,17,0
53,1,113,4,0
56,0,37,90,0
24,1,29,87,1
86,1,160,25,0
82,0,96,36,0
55,0,119,35,0
23,1,138,70,0
30,0,90,9,0
64,0,162,45,0
75,0,37,96,0
83,1,58,57,0
84,0,189,52,0
34,1,103,94,0
20,1,164,15,0
49,1,191,7,0
77,0,95,48,0
52,1,93,6,0
18,0,96,76,0
62,1,155,81,0
64,1,165,93,0
21,0,180,8,0
31,1,93,82,0
64,1,156,59,0
31,1,102,59,0
30,1,127,77,0
80,1,105,80,0
55,1,165,92,0
25,1,157,14,0
32,1,77,81,0
87,0,28,91,0
89,1,69,3,0
25,1,189,44,0
63,0,151,18,0
19,0,154,68,0
69,1,84,74,0
90,1,24,82,0
90,1,187,46,0
38,0,176,88,0
52,1,62,87,0
59,0,179,57,0
51,1,28,16,1
25,0,178,44,0
85,1,45,4,0
67,0,157,79,0
31,0,53,96,0
60,0,142,81,0
21,0,64,78,1
85,0,62,9,0
20,0,188,43,0
78,1,155,73,0
67,0,66,73,1
24,1,66,48,1
83,0,78,84,0
84,1,73,82,0
60,0,180,36,0
35,1,78,65,0
87,1,117,60,0
34,1,186,24,0
32,0,133,84,0
66,0,125,49,1
66,0,134,25,0
89,0,167,41,0
38,0,92,59,0
50,0,121,64,0
42,1,39,72,0
29,0,145,90,0
79,1,120,84,0
22,1,148,26,0
90,1,118,1,0
21,1,153,55,0
35,0,114,100,0
50,1,195,46,0
33,1,142,17,0
24,0,53,9,0
38,1,121,8,0
32,1,38,87,0
67,1,112,49,1
88,1,183,81,0
43,0,165,38,0
18,1,37,57,0
57,0,53,92,0
73,0,46,77,0
75,0,51,14,0
44,0,32,2,0
26,1,94,58,0
62,1,49,91,0
69,0,109,91,0
62,1,155,37,0
79,1,192,66,0
21,0,85,95,0
30,0,89,6,0
52,1,75,65,0
41,0,120,17,1
72,0,93,72,0
78,1,137,33,0
60,1,130,25,1
58,1,144,41,0
46,1,39,39,0
34,1,115,91,0
79,0,73,63,0
44,0,155,71,0
79,0,26,93,0
84,1,119,12,0
31,0,136,55,0
68,1,184,46,0
30,1,22,26,0
82,0,115,14,0
32,1,32,96,0
73,0,131,81,0
71,0,22,100,0
90,0,149,61,0
38,0,86,59,0
87,0,193,88,0
72,0,191,12,0
49,0,152,88,0
24,1,139,52,0
79,1,132,14,0
45,1,89,70,0
89,1,198,77,0
51,1,120,3,0
42,1,140,9,0
33,0,57,32,0
42,1,106,40,0
61,1,67,66,0
21,0,175,54,0
21,0,182,11,0
50,0,147,25,0
63,1,119,85,1
70,0,164,95,0
83,1,87,67,0
51,0,96,22,0
20,0,92,10,0
59,1,42,26,0
40,0,128,12,0
74,0,195,81,0
40,0,153,65,0
72,0,195,23,0
44,0,28,15,1
83,0,128,74,0
44,0,167,59,0
22,0,172,92,0
39,0,144,90,0
62,0,154,74,0
78,0,117,47,0
52,1,142,33,0
24,0,20,60,0
32,1,144,56,0
18,0,63,68,0
20,1,161,79,0
34,1,77,27,0
86,0,198,16,0
54,0,128,36,0
67,0,71,15,1
54,1,76,79,0
77,1,188,82,0
79,1,129,17,0
24,0,78,37,0
89,1,104,38,0
77,1,61,16,0
85,1,39,95,0
37,1,126,67,0
26,1,91,67,0
51,0,129,20,1
22,0,88,3,0
32,1,91,91,0
31,1,140,88,0
42,0,150,69,0
18,0,172,95,0
77,1,185,98,0
83,1,72,20,0
67,0,151,69,0
47,1,61,79,1
46,0,116,92,0
61,1,155,82,0
78,0,89,33,0
78,1,38,21,0
67,1,112,23,1
18,1,133,8,0
61,0,175,36,0
47,0,111,31,0
64,1,49,97,0
49,0,90,10,0
85,1,59,46,0
82,0,132,12,0
46,0,156,86,0
23,0,168,13,0
72,0,183,80,0
78,1,33,44,0
42,0,40,33,0
71,1,98,93,0
19,0,50,4,0
60,1,158,92,0
30,0,124,43,0
65,0,67,65,0
83,1,154,16,0
33,0,27,95,0
37,0,122,49,1
63,1,147,59,0
82,0,66,21,0
19,0,34,74,1
78,1,89,60,0
88,0,134,24,0
62,1,34,3,0
42,0,139,35,0
69,1,123,35,0
59,0,60,20,0
62,1,163,22,0
29,1,88,1,0
49,0,192,81,0
74,0,170,40,0
57,0,184,14,0
69,1,167,24,0
47,1,133,74,0
24,0,114,29,0
22,0,165,57,0
25,0,67,14,1
86,1,185,67,0
62,0,91,75,0
43,1,147,61,0
68,1,35,3,0
51,1,47,34,0
40,1,139,51,0
28,1,182,33,0
87,0,150,28,0
51,0,190,53,0
45,0,92,54,0
47,1,157,39,0
65,1,54,38,0
79,1,140,21,0
39,1,35,53,1
86,0,89,24,0
85,0,186,25,0
79,1,78,11,0
45,1,21,73,1
83,0,79,96,0
62,1,36,49,1
70,0,21,50,1
48,0,77,94,0
65,0,109,1,0
40,0,93,87,0
87,1,66,40,0
63,0,78,67,0
37,1,179,43,0
36,0,109,3,0
78,1,21,17,0
85,0,93,22,0
42,0,154,6,0
65,1,89,29,0
43,0,171,28,0
57,0,30,3,0
32,0,153,90,0
90,1,66,87,0
26,0,156,59,0
70,1,61,15,1
90,1,55,8,0
50,1,65,24,1
28,1,196,26,0
64,0,129,19,1
38,0,102,77,0
84,1,118,65,0
84,1,70,3,0
72,0,128,33,0
36,1,134,19,0
62,0,42,62,0
57,1,39,63,0
50,1,127,33,0
65,1,53,63,0
82,1,36,42,0
47,0,119,58,1
20,1,127,100,0
24,1,154,69,0
36,1,184,94,0
69,0,60,53,1
29,0,172,54,0
23,1,169,9,0
77,0,111,73,0
47,1,64,54,1
45,1,150,64,0
22,1,76,4,0
70,1,199,52,0
26,0,77,63,0
87,1,134,43,0
81,1,157,80,0
42,0,190,90,0
55,1,24,32,0
50,0,35,45,1
80,0,58,60,0
46,0,151,42,0
37,0,179,56,0
19,1,134,91,0
54,1,174,35,0
85,1,116,71,0
19,1,43,7,0
89,0,185,59,0
86,1,162,100,0
58,0,70,27,0
84,1,198,88,0
73,1,149,22,0
35,1,50,71,0
40,0,72,25,1
58,0,123,48,0
80,0,191,1,0
64,0,186,41,0
78,0,145,75,0
39,0,118,56,1
77,1,46,61,0
20,1,122,88,1
80,1,131,5,0
37,1,38,2,0
48,0,54,73,0
71,0,60,27,0
43,0,124,42,1
84,0,179,36,0
76,1,53,24,0
43,1,158,82,0
50,1,184,98,0
21,0,42,70,0
28,0,107,51,1
51,0,45,20,0
64,0,74,34,0
41,0,136,52,0
21,1,62,29,0
61,1,121,5,0
38,1,40,52,0
23,0,53,7,0
45,1,190,15,0
34,0,35,93,0
18,0,48,17,0
66,1,78,64,0
29,1,114,55,1
54,1,181,21,0
87,0,48,72,0
47,0,118,22,1
69,1,121,56,1
31,1,166,48,0
45,1,25,54,1
48,1,169,64,0
49,0,157,69,0
58,1,34,34,0
46,1,32,28,1
89,1,26,26,0
51,1,91,21,0
19,0,56,93,0
39,0,136,24,0
72,1,74,33,0
80,1,73,60,0
69,1,44,29,0
36,1,49,66,0
24,1,148,100,0
69,1,182,65,0
82,1,33,55,0
66,0,189,61,0
56,1,26,25,0
85,0,199,13,0
68,1,176,25,0
53,0,171,87,0
61,0,52,84,0
82,1,44,11,0
43,0,188,27,0
53,1,132,58,0
62,1,37,45,1
31,0,147,51,0
69,0,134,11,0
35,1,113,72,0
67,0,28,100,0
29,0,65,22,1
57,1,25,57,0
83,0,196,15,0
21,0,41,46,1
79,0,143,39,0
30,0,191,13,0
69,0,127,89,0
63,0,181,39,0
70,1,185,69,0
24,1,167,22,0
44,0,129,79,1
79,0,114,11,0
60,1,35,89,0
90,0,155,61,0
41,0,179,92,0
73,0,36,65,0
83,0,62,7,0
65,1,122,42,1
78,0,189,18,0
52,0,168,27,0
64,0,58,8,0
42,0,69,59,1
63,1,180,14,0
38,1,87,66,0
84,0,169,96,0
89,0,120,85,0
31,1,28,14,0
44,1,54,79,0
47,1,96,89,0
56,0,117,39,0
40,1,182,55,0
53,1,146,37,0
23,0,71,21,1
36,1,145,34,0
18,1,151,45,0
47,0,147,90,0
60,1,21,29,0
64,1,81,8,0
80,0,87,56,0
21,0,166,18,0
85,1,128,99,0
32,1,79,18,0
79,0,63,39,0
36,1,86,79,0
54,1,131,77,0
53,0,181,93,0
66,0,68,75,1
40,1,45,80,0
53,0,142,87,0
68,0,123,82,1
56,1,101,13,0
64,1,88,24,0
35,1,169,83,0
64,1,166,40,0
54,0,62,69,0
52,0,55,47,0
73,1,117,7,0
64,0,111,98,0
23,1,161,6,0
81,0,97,16,0
88,1,62,56,0
21,1,38,46,1
70,0,27,68,0
44,0,33,3,0
74,0,84,12,0
28,1,71,15,1
46,0,89,54,0
61,1,60,55,1
90,1,125,18,0
81,1,176,35,0
25,0,169,6,0
36,0,101,66,0
18,1,63,90,0
64,0,101,20,0
74,0,149,100,0
39,0,70,75,1
48,1,58,32,0
57,0,195,59,0
86,0,42,77,0
60,0,85,16,0
68,1,157,58,0
70,1,192,100,0
74,0,189,61,0
73,0,36,24,0
26,0,175,11,0
85,1,47,5,0
90,0,99,54,0
63,1,163,98,0
37,1,37,64,0
23,0,51,23,0
31,0,46,54,0
85,0,190,31,0
67,1,126,41,0
51,1,83,83,0
39,0,22,30,0
21,0,35,78,1
26,1,168,14,0
90,1,87,47,0
53,1,36,96,0
23,1,159,50,0
64,1,21,26,1
69,1,79,75,1
19,0,48,80,0
25,1,28,81,1
85,1,186,51,0
55,0,28,93,0
64,0,100,32,0
22,1,98,57,0
63,1,40,51,1
61,0,186,62,0
78,0,26,56,0
20,0,118,43,1
51,0,135,91,0
43,1,164,71,0
80,0,91,70,0
52,0,82,71,0
38,0,188,51,0
74,1,108,78,0
76,1,173,56,0
40,0,64,2,0
86,0,33,17,0
22,0,40,51,1
41,1,170,37,0
35,0,45,52,0
26,1,160,52,0
84,0,129,94,0
73,1,36,22,1
36,1,156,6,0
42,0,22,88,0
40,1,161,47,0
72,0,135,30,0
43,1,77,81,1
49,0,191,58,0
82,0,131,23,0
60,0,187,91,0
34,1,171,4,0
33,1,200,67,0
72,0,114,48,1
51,1,27,65,0
34,0,38,81,0
70,0,160,52,0
46,1,46,44,0
37,0,100,5,0
52,1,181,74,0
23,0,190,24,0
87,0,32,19,0
55,1,79,69,0
44,1,150,15,0
58,0,69,17,0
64,1,72,16,1
67,0,179,39,0
34,0,124,56,0
57,0,83,12,0
71,1,98,96,0
87,0,81,69,0
69,1,106,30,0
35,0,149,60,0
42,0,189,32,0
46,1,91,76,0
80,0,171,98,0
22,1,49,8,0
84,1,83,78,0
23,1,45,77,0
48,0,63,39,0
82,1,86,16,0
31,1,104,54,0
58,0,20,82,0
26,1,38,43,1
65,0,82,97,0
22,0,188,78,0
86,0,53,84,0
24,1,116,13,1
33,0,154,37,0
28,1,147,95,0
54,0,135,52,0
66,1,159,91,0
20,1,135,23,0
65,0,72,6,0
35,0,48,38,0
26,0,144,52,0
41,0,69,57,1
52,0,75,56,0
46,0,100,30,0
28,0,119,87,1
43,0,106,42,0
20,1,44,11,0
70,1,162,70,0
70,0,128,96,0
38,0,135,2,0
60,0,102,33,0
60,1,57,48,0
33,0,107,72,0
49,1,34,2,0
65,0,114,63,0
41,1,187,57,0
23,0,45,90,0
74,0,176,62,0
78,0,130,65,0
23,0,80,84,1
25,0,49,98,0
47,0,135,30,0
45,0,177,14,0
33,1,114,55,0
29,1,197,9,0
61,0,28,90,0
70,0,94,17,0
31,1,145,85,0
85,1,44,91,0
61,0,27,29,0
87,1,82,98,0
49,0,148,22,0
47,0,126,15,1
73,0,189,54,0
77,1,52,40,0
38,0,67,100,0
89,1,180,98,0
83,1,105,24,0
24,0,96,65,0
58,1,141,8,0
23,0,136,67,0
36,0,183,71,0
47,0,113,35,0
51,1,41,9,0
78,1,167,19,0
66,0,105,22,0
44,1,90,93,0
62,0,92,1,0
49,1,54,85,0
24,1,106,71,0
90,0,134,88,0
32,0,132,76,0
56,1,85,50,0
55,1,31,68,0
79,1,162,16,0
33,1,125,71,0
59,0,190,21,0
50,0,100,73,0
42,0,59,54,1
63,0,127,84,1
52,0,82,19,0
72,0,78,14,0
74,1,97,89,0
52,0,80,61,0
72,1,54,65,0
55,1,94,16,0
38,0,118,93,0
81,0,188,37,0
80,0,95,7,0
76,1,58,92,0
25,0,200,25,0
39,1,87,4,0
59,1,42,20,0
20,1,92,8,0
41,1,61,38,0
89,1,57,59,0
74,0,43,90,0
71,1,176,91,0
32,0,87,23,0
44,0,171,99,0
62,0,180,53,0
82,1,159,46,0
55,0,98,76,0
42,0,191,23,0
71,0,180,4,0
33,0,108,75,0
68,1,125,21,1
89,0,182,82,0
66,1,64,28,1
81,0,153,93,0
54,1,79,81,0
51,0,60,30,0
26,1,70,70,0
35,1,101,11,0
19,1,93,59,0
61,0,178,3,0
48,1,28,37,0
26,0,110,100,0
75,0,149,75,0
35,0,91,54,0
74,0,159,14,0
22,0,33,67,0
74,1,31,97,0
74,1,163,5,0
34,0,148,43,0
21,1,178,9,0
57,1,60,31,0
29,0,102,27,0
54,0,82,14,0
72,1,62,13,0
20,0,116,85,1
28,0,69,9,0
70,0,179,4,0
79,1,89,16,0
64,0,145,77,0
51,1,103,59,0
64,0,60,7,0
50,0,87,45,0
25,0,35,77,1
20,0,83,86,0
59,1,177,44,0
48,0,153,41,0
50,1,174,85,0
45,1,95,99,0
69,0,45,47,0
40,0,29,90,0
48,1,42,90,0
74,1,171,69,0
22,1,30,48,1
71,1,148,48,0
48,1,39,29,0
88,1,152,1,0
89,1,45,77,0
42,1,171,63,0
86,1,134,6,0
38,0,70,63,0
79,1,42,94,0
81,0,129,54,0
28,0,31,74,1
81,1,182,70,0
78,0,93,6,0
43,1,126,96,0
67,1,172,40,0
74,0,196,18,0
40,1,184,16,0
20,0,145,63,0
34,1,90,49,0
55,1,166,23,0
78,0,100,20,0
55,1,59,86,0
24,0,79,89,0
83,1,149,97,0
54,1,124,52,1
44,0,154,95,0
68,0,198,17,0
80,1,171,80,0
54,0,176,23,0
70,0,168,62,0
24,0,39,8,0
76,1,128,55,0
81,1,26,51,0
32,1,119,59,0
19,1,105,90,0
69,0,132,13,0
67,0,163,22,0
55,0,118,72,0
75,1,44,90,0
69,1,85,99,0
86,0,83,23,0
70,1,27,99,0
78,1,105,98,0
73,0,172,29,0
59,0,26,56,0
58,0,54,96,0
59,1,117,84,0
63,0,169,46,0
30,0,103,6,0
54,0,200,20,0
69,0,180,93,0
68,0,154,81,0
59,1,98,84,0
23,1,28,18,1
70,0,70,99,0
53,1,78,28,0
83,0,174,4,0
75,0,147,67,0
27,0,182,60,0
87,0,82,29,0
70,0,67,76,1
53,0,50,79,0
44,0,141,10,0
83,0,182,69,0
56,0,57,99,0
54,0,85,84,0
47,0,91,47,0
28,0,179,45,0
28,1,161,58,0
78,0,181,58,0
64,0,145,72,0
88,1,157,30,0
36,1,120,20,1
78,1,151,35,0
53,0,94,4,0
76,0,24,47,0
46,0,66,60,0
79,0,161,2,0
52,1,107,11,0
46,0,118,35,0
52,0,21,90,0
47,1,42,69,0
38,1,120,48,1
54,1,156,14,0
62,0,105,83,0
69,0,25,28,1
70,1,57,7,0
43,0,51,95,0
66,0,169,5,0
22,0,136,70,0
84,0,32,32,0
74,0,72,76,0
67,1,194,26,0
34,1,185,13,0
68,0,39,12,0
38,1,28,38,0
53,0,154,90,0
50,0,29,50,1
52,0,93,99,0
85,0,195,11,0
53,0,39,13,0
64,0,70,10,0
76,1,55,34,0
30,1,181,70,0
26,0,200,84,0
65,1,181,38,0
20,1,33,100,0
75,0,182,62,0
80,0,195,86,0
35,1,168,87,0
31,1,27,14,0
47,0,155,18,0
28,1,28,59,1
35,1,37,91,0
59,0,187,7,0
83,0,131,11,0
27,0,181,24,0
30,0,23,62,0
72,0,70,100,0
19,0,160,6,0
80,1,198,65,0
24,1,143,30,0
34,0,155,72,0
26,1,34,22,1
56,0,123,57,0
38,0,185,33,0
52,0,116,65,0
20,0,143,67,0
46,0,86,81,0
80,0,183,86,0
89,1,29,59,0
81,0,93,88,0
58,1,81,55,0
66,1,95,7,0
90,0,186,80,0
29,1,73,44,1
45,1,155,1,0
67,1,65,61,0
63,1,148,30,0
58,0,25,6,0
89,0,106,73,0
76,1,109,87,0
73,0,86,55,0
65,0,26,39,0
33,1,178,44,0
41,0,65,83,1
53,1,165,39,0
31,0,144,95,0
73,1,27,86,0
55,0,61,49,0
30,0,21,28,0
32,1,88,59,0
47,0,99,41,0
41,1,25,98,0
